Decimal,Hex,Alpha Tag,Mode,Category,Tag,Description
45755,b2bb,51 NEWTON FD,T,Newton County (51),Fire-Talk,Newton Fire Department --- Newton County (51) --- Fire-Talk
45756,b2bc,51 UNION FD,T,Newton County (51),Fire-Talk,Union Fire Department --- Newton County (51) --- Fire-Talk
45757,b2bd,51 DECATUR FD,T,Newton County (51),Fire-Talk,Decatur Fire Department --- Newton County (51) --- Fire-Talk
45758,b2be,51 BEU HUB FD,T,Newton County (51),Fire-Talk,Beulah Hubbard Fire Department --- Newton County (51) --- Fire-Talk
45759,b2bf,51 HICKORY FD,T,Newton County (51),Fire-Talk,Hickory Fire Department --- Newton County (51) --- Fire-Talk
45760,b2c0,51 DUFFEE FD,T,Newton County (51),Fire-Talk,Duffee Fire Department --- Newton County (51) --- Fire-Talk
45761,b2c1,51 GIBB LAW FD,T,Newton County (51),Fire-Talk,Gibbstown Lawrence Fire Department --- Newton County (51) --- Fire-Talk
45762,b2c2,51 GREEN FD,T,Newton County (51),Fire-Talk,Greenfield Fire Department --- Newton County (51) --- Fire-Talk
45763,b2c3,51 CONEHATTA FD,T,Newton County (51),Fire-Talk,Conehatta Fire Department --- Newton County (51) --- Fire-Talk
45764,b2c4,51 CHUNKY FD,T,Newton County (51),Fire-Talk,Chunky Fire Department --- Newton County (51) --- Fire-Talk
45765,b2c5,51 NC COM LAW,T,Newton County (51),Law Tac,County Common Law --- Newton County (51) --- Law Tac
45766,b2c6,51 NCFD PAGE,T,Newton County (51),Fire Dispatch,Countywide Volunteer Fire Paging --- Newton County (51) --- Fire Dispatch
45862,b326,78-MATH PD DISP,T,Webster County (78),Law Dispatch,Mathiston Police - Dispatch --- Webster County (78) --- Law Dispatch
45943,b377,52-SO DISP,T,Noxubee County (52),Law Dispatch,Sheriff - Dispatch --- Noxubee County (52) --- Law Dispatch
45945,b379,52-SO C-C,T,Noxubee County (52),Law Talk,Sheriff - Car To Car --- Noxubee County (52) --- Law Talk
45961,b389,52-BRKVL PD DISP,T,Noxubee County (52),Law Dispatch,Brooksville Police - Dispatch --- Noxubee County (52) --- Law Dispatch
46595,b603,61-RCF DISP,T,Rankin County (61),Fire Dispatch,County Fire - Central Dispatch --- Rankin County (61) --- Fire Dispatch
46596,b604,61-RCF FG 1,T,Rankin County (61),Fire-Tac,County Fireground 1 --- Rankin County (61) --- Fire-Tac
46597,b605,61-RCF FG 2,T,Rankin County (61),Fire-Tac,County Fireground 2 --- Rankin County (61) --- Fire-Tac
46598,b606,61-RCF FG 3,T,Rankin County (61),Fire-Tac,County Fireground 3 --- Rankin County (61) --- Fire-Tac
46599,b607,61-RCF FG 4,T,Rankin County (61),Fire-Tac,County Fireground 4 --- Rankin County (61) --- Fire-Tac
46600,b608,61-RCF FG 5,T,Rankin County (61),Fire-Tac,County Fireground 5 --- Rankin County (61) --- Fire-Tac
46605,b60d,61-CATO FD,T,Rankin County (61),Fire-Tac,Cato Fire --- Rankin County (61) --- Fire-Tac
46606,b60e,61-CLEARY FD,T,Rankin County (61),Fire-Tac,Cleary Fire --- Rankin County (61) --- Fire-Tac
46607,b60f,61-EVRGRN FD,T,Rankin County (61),Fire-Tac,Evergreen Fire --- Rankin County (61) --- Fire-Tac
46608,b610,61-FLRNC FD,T,Rankin County (61),Fire-Tac,Florence Fire --- Rankin County (61) --- Fire-Tac
46609,b611,61-LK HBR FD,T,Rankin County (61),Fire-Tac,Lake Harbour Fire --- Rankin County (61) --- Fire-Tac
46610,b612,61-LGFRD FD,T,Rankin County (61),Fire-Tac,Langford Fire --- Rankin County (61) --- Fire-Tac
46611,b613,61-LBRG FD,T,Rankin County (61),Fire-Tac,Leesburg Fire --- Rankin County (61) --- Fire-Tac
46612,b614,61-MNTRY FD,T,Rankin County (61),Fire-Tac,Monterey Fire --- Rankin County (61) --- Fire-Tac
46613,b615,61-PHATCH FD,T,Rankin County (61),Fire-Tac,Pelahatchie Fire --- Rankin County (61) --- Fire-Tac
46614,b616,61-PUCKT FD,T,Rankin County (61),Fire-Tac,Puckett Fire --- Rankin County (61) --- Fire-Tac
46615,b617,61-RFD ADMIN,T,Rankin County (61),Fire-Talk,Reservoir Fire - Administration --- Rankin County (61) --- Fire-Talk
46616,b618,61-RFD FG,T,Rankin County (61),Fire-Tac,Reservoir Fire - Fireground --- Rankin County (61) --- Fire-Tac
46617,b619,61-RFD DISP,T,Rankin County (61),Fire Dispatch,Reservoir Fire - Dispatch --- Rankin County (61) --- Fire Dispatch
46618,b61a,61-RBNHD FD,T,Rankin County (61),Fire-Tac,Robinhood Fire --- Rankin County (61) --- Fire-Tac
46619,b61b,61-SHELL FD,T,Rankin County (61),Fire-Tac,Shell Oil Fire --- Rankin County (61) --- Fire-Tac
46620,b61c,61-STHWST FD,T,Rankin County (61),Fire-Tac,Southwest Fire --- Rankin County (61) --- Fire-Tac
46621,b61d,61-STAR FD,T,Rankin County (61),Fire-Tac,Star Fire --- Rankin County (61) --- Fire-Tac
46622,b61e,61-WLTRS FD,T,Rankin County (61),Fire-Tac,Walters Fire --- Rankin County (61) --- Fire-Tac
46628,b624,61-CO RD MAINT 1,T,Rankin County (61),Public Works,County Road Maintenance 1 --- Rankin County (61) --- Public Works
46630,b626,61-CO ROADS,T,Rankin County (61),Public Works,County Road Crews --- Rankin County (61) --- Public Works
46631,b627,61-RCSD WIDE,T,Rankin County (61),Schools,RCSD Wide --- Rankin County (61) --- Schools
46635,b62b,61-RCSD ALT BUS,T,Rankin County (61),Schools,RCSD Alternative School Buses  --- Rankin County (61) --- Schools
46636,b62c,61-RCSD BRAN BUS,T,Rankin County (61),Schools,Brandon School Buses --- Rankin County (61) --- Schools
46637,b62d,61-RCSD FLOR BUS,T,Rankin County (61),Schools,Florence School Buses --- Rankin County (61) --- Schools
46638,b62e,61-RCSD MCLA BUS,T,Rankin County (61),Schools,McLaurin School Buses --- Rankin County (61) --- Schools
46639,b62f,61-RCSD NW RNKN,T,Rankin County (61),Schools,Northwest Rankin School Buses --- Rankin County (61) --- Schools
46640,b630,61-RCSD PELA BUS,T,Rankin County (61),Schools,Pelahatchie School Buses --- Rankin County (61) --- Schools
46641,b631,61-RCSD PISG BUS,T,Rankin County (61),Schools,Pisgah School Buses --- Rankin County (61) --- Schools
46642,b632,61-RCSD PUCK BUS,T,Rankin County (61),Schools,Puckett School Buses --- Rankin County (61) --- Schools
46643,b633,61-RCSD RICH BUS,T,Rankin County (61),Schools,Richland School Buses --- Rankin County (61) --- Schools
46644,b634,61-RCSD SHRT BUS,T,Rankin County (61),Schools,RCSD Short Buses --- Rankin County (61) --- Schools
46645,b635,61-RCSD BUS SHOP,T,Rankin County (61),Schools,RCSD Bus Shop --- Rankin County (61) --- Schools
46651,b63b,61-PRL PD CH 2,T,Rankin County (61),Law Tac,Pearl Police - Channel 2 --- Rankin County (61) --- Law Tac
46653,b63d,61-PRL PD DISP,TE,Rankin County (61),Law Dispatch,Pearl Police - Dispatch --- Rankin County (61) --- Law Dispatch
46655,b63f,61-PRL PD TAC,TE,Rankin County (61),Law Tac,Pearl Police - Tactical --- Rankin County (61) --- Law Tac
46657,b641,61-PRL PD CID,TE,Rankin County (61),Law Talk,Pearl Police - Criminal Investigation Division --- Rankin County (61) --- Law Talk
46659,b643,61-PRL PD NARC,TE,Rankin County (61),Law Tac,Pearl Police - Narcotics --- Rankin County (61) --- Law Tac
46661,b645,61-PRL PD SWAT,TE,Rankin County (61),Law Tac,Pearl Police - S.W.A.T. --- Rankin County (61) --- Law Tac
46663,b647,61-PRL PD TRAF,TE,Rankin County (61),Law Tac,Pearl Police - Traffic --- Rankin County (61) --- Law Tac
46665,b649,61-PRL PD SUP,TE,Rankin County (61),Law Talk,Pearl Police - Supervisors --- Rankin County (61) --- Law Talk
46667,b64b,61-PRL PD ADMIN,TE,Rankin County (61),Law Talk,Pearl Police - Administration --- Rankin County (61) --- Law Talk
46669,b64d,61-PRL PD INVES,TE,Rankin County (61),Law Talk,Pearl Police - Investigators --- Rankin County (61) --- Law Talk
46671,b64f,61-PRL FD CTRL,Te,Rankin County (61),Fire Dispatch,Pearl Fire Control --- Rankin County (61) --- Fire Dispatch
46673,b651,61-PRL FD FG 1,TE,Rankin County (61),Fire-Tac,Pearl Fire - Fireground 1 --- Rankin County (61) --- Fire-Tac
46675,b653,61-PRL FD FG 2,TE,Rankin County (61),Fire-Tac,Pearl Fire - Fireground 2 --- Rankin County (61) --- Fire-Tac
46677,b655,61-PRL FD FG 3,TE,Rankin County (61),Fire-Tac,Pearl Fire - Fireground 3 --- Rankin County (61) --- Fire-Tac
46679,b657,61-PRL FD FG 4,TE,Rankin County (61),Fire-Tac,Pearl Fire - Fireground 4 --- Rankin County (61) --- Fire-Tac
46681,b659,61-PRL EVNT1,TE,Rankin County (61),Multi-Tac,Pearl Events 1 --- Rankin County (61) --- Multi-Tac
46683,b65b,61-PRL EVNT2,TE,Rankin County (61),Multi-Tac,Pearl Events 2 --- Rankin County (61) --- Multi-Tac
46685,b65d,61-PRL COMMON,TE,Rankin County (61),Interop,Pearl Common --- Rankin County (61) --- Interop
46691,b663,61-PRL EOC FD1,TE,Rankin County (61),Emergency Ops,Pearl Emergency Operations Center - Fire Dispatch --- Rankin County (61) --- Emergency Ops
46693,b665,61-PRL EOC FD AM,TE,Rankin County (61),Fire-Talk,Pearl Emergency Operations Center - Fire Administration --- Rankin County (61) --- Fire-Talk
46695,b667,61-PRL EOC TAC1,TE,Rankin County (61),Emergency Ops,Pearl Emergency Operations Center - Tactical 1 --- Rankin County (61) --- Emergency Ops
46697,b669,61-PRL EOC TAC 2,TE,Rankin County (61),Emergency Ops,Pearl Emergency Operations Center - Tactical 2 --- Rankin County (61) --- Emergency Ops
46698,b66a,61-PRL EOC ERT,TE,Rankin County (61),Emergency Ops,Pearl Emergency Operations Center - Emergency Response Teams --- Rankin County (61) --- Emergency Ops
46699,b66b,61-PRL EOC ADMIN,TE,Rankin County (61),Emergency Ops,Pearl Emergency Operations Center - Administration --- Rankin County (61) --- Emergency Ops
46700,b66c,61-PUCKT PD DISP,T,Rankin County (61),Law Dispatch,Puckett Police - Dispatch --- Rankin County (61) --- Law Dispatch
46701,b66d,61-PUCKT PD C-C,T,Rankin County (61),Law Tac,Puckett Police - Car to Car --- Rankin County (61) --- Law Tac
46702,b66e,61-PUCKT CMN,T,Rankin County (61),Multi-Talk,Puckett Common --- Rankin County (61) --- Multi-Talk
46705,b671,61-PHTCH PD DISP,T,Rankin County (61),Law Dispatch,Pelahatchie Police - Dispatch --- Rankin County (61) --- Law Dispatch
46706,b672,61-PHTCH PD C-C,T,Rankin County (61),Law Talk,Pelahatchie Police - Car to Car --- Rankin County (61) --- Law Talk
46707,b673,61-PHTCH CMN,T,Rankin County (61),Multi-Talk,Pelahatchie Common --- Rankin County (61) --- Multi-Talk
46709,b675,61-PHTCH EVENTS,T,Rankin County (61),Interop,Pelahatchie Events --- Rankin County (61) --- Interop
46715,b67b,61-FWD FD DISP,T,Rankin County (61),Fire Dispatch,Flowood Fire - Dispatch --- Rankin County (61) --- Fire Dispatch
46716,b67c,61-FWD FD FG 1,T,Rankin County (61),Fire-Tac,Flowood Fire - Fireground 1 --- Rankin County (61) --- Fire-Tac
46717,b67d,61-FWD FD FG 2,T,Rankin County (61),Fire-Tac,Flowood Fire - Fireground 2 --- Rankin County (61) --- Fire-Tac
46718,b67e,61-FWD PD DISP,TE,Rankin County (61),Law Dispatch,Flowood Police - Dispatch --- Rankin County (61) --- Law Dispatch
46719,b67f,61-FWD PD C-C,TE,Rankin County (61),Law Talk,Flowood Police - Car to Car --- Rankin County (61) --- Law Talk
46720,b680,61-FWD PD TAC,TE,Rankin County (61),Law Tac,Flowood Police - Tactical --- Rankin County (61) --- Law Tac
46721,b681,61-FWD PD ADMIN,TE,Rankin County (61),Law Talk,Flowood Police - Administration --- Rankin County (61) --- Law Talk
46722,b682,61-FWD PD CID,TE,Rankin County (61),Law Tac,Flowood Police - Criminal Investigation Division --- Rankin County (61) --- Law Tac
46723,b683,61-FWD PD SRT,TE,Rankin County (61),Law Tac,Flowood Police - Special Response Team --- Rankin County (61) --- Law Tac
46724,b684,61-FWD PD NARC,TE,Rankin County (61),Law Talk,Flowood Police - Narcotics --- Rankin County (61) --- Law Talk
46725,b685,61-FWD PD INVES,TE,Rankin County (61),Law Talk,Flowood Police - Investigators --- Rankin County (61) --- Law Talk
46726,b686,61-FWD PD SUPV,TE,Rankin County (61),Law Talk,Flowood Police - Supervisors --- Rankin County (61) --- Law Talk
46727,b687,61-FWD EVENT !,T,Rankin County (61),Interop,Flowood Events 1 --- Rankin County (61) --- Interop
46728,b688,61-FWD EVENT 2,T,Rankin County (61),Interop,Flowood Events 2 --- Rankin County (61) --- Interop
46729,b689,61-FWD ADMIN,T,Rankin County (61),Interop,Flowood City Administration --- Rankin County (61) --- Interop
46730,b68a,61-FWD COMMON,T,Rankin County (61),Interop,Flowood Common --- Rankin County (61) --- Interop
46731,b68b,61-FWD PUB WKS,T,Rankin County (61),Public Works,Flowood Public Works --- Rankin County (61) --- Public Works
46732,b68c,61-FWD WATER,T,Rankin County (61),Public Works,Flowood Water Department --- Rankin County (61) --- Public Works
46740,b694,61-FLRNC PD ,T,Rankin County (61),Law Dispatch,Florence Police - Dispatch --- Rankin County (61) --- Law Dispatch
46741,b695,61-FLNC PCAR,T,Rankin County (61),Law Talk,Florence Police Car to Car --- Rankin County (61) --- Law Talk
46742,b696,61-FLNC CMN,T,Rankin County (61),Multi-Talk,Florence Common --- Rankin County (61) --- Multi-Talk
46743,b697,61-FLNC EVENTS,T,Rankin County (61),Interop,Florence Events --- Rankin County (61) --- Interop
46747,b69b,61-RICH EOC,T,Rankin County (61),Emergency Ops,Richland Emergency Operations Center --- Rankin County (61) --- Emergency Ops
46748,b69c,61-RICH PD DISP,T,Rankin County (61),Law Dispatch,Richland Police - Dispatch --- Rankin County (61) --- Law Dispatch
46749,b69d,61-RICH PD ADMIN,T,Rankin County (61),Law Talk,Richland Police - Administration --- Rankin County (61) --- Law Talk
46750,b69e,61-RICH PD C-C,T,Rankin County (61),Law Talk,Richland Police - Car to Car --- Rankin County (61) --- Law Talk
46751,b69f,61-RICH PD TAC,T,Rankin County (61),Law Tac,Richland Police - Tactical --- Rankin County (61) --- Law Tac
46752,b6a0,61-RICH PD SRT,Te,Rankin County (61),Law Tac,Richland Police - Special Response Team  (SWAT) --- Rankin County (61) --- Law Tac
46753,b6a1,61-RICH NARC,Te,Rankin County (61),Law Tac,Richland Police - Narcotics --- Rankin County (61) --- Law Tac
46754,b6a2,61-RICH FD,T,Rankin County (61),Fire Dispatch,Richland Fire - Primary --- Rankin County (61) --- Fire Dispatch
46755,b6a3,61-RICH FD FG,T,Rankin County (61),Fire-Tac,Richland Fire - Fireground --- Rankin County (61) --- Fire-Tac
46756,b6a4,61-RICH FD ADMIN,T,Rankin County (61),Fire-Talk,Richland Fire - Administration --- Rankin County (61) --- Fire-Talk
46757,b6a5,61-RICH PUB WKS,T,Rankin County (61),Public Works,Richland Public Works --- Rankin County (61) --- Public Works
46758,b6a6,61-RICH EVENT 1,T,Rankin County (61),Interop,Richland Events 1 --- Rankin County (61) --- Interop
46759,b6a7,61-RICH EVENT 2,T,Rankin County (61),Interop,Richland Events 2 --- Rankin County (61) --- Interop
46760,b6a8,61-RICH COMMON,T,Rankin County (61),Interop,Richland Common --- Rankin County (61) --- Interop
46762,b6aa,61-RICH ADMIN,T,Rankin County (61),Interop,Richland City Administration --- Rankin County (61) --- Interop
46768,b6b0,61-BPD DISP,T,Rankin County (61),Law Dispatch,Brandon Police - Dispatch --- Rankin County (61) --- Law Dispatch
46769,b6b1,61-BPD ADMIN,T,Rankin County (61),Law Talk,Brandon Police - Administration --- Rankin County (61) --- Law Talk
46770,b6b2,61-BPD C-C,T,Rankin County (61),Law Talk,Brandon Police - Car to Car --- Rankin County (61) --- Law Talk
46771,b6b3,61-BPD TAC,T,Rankin County (61),Law Tac,Brandon Police - Tactical --- Rankin County (61) --- Law Tac
46772,b6b4,61-BPD CID,T,Rankin County (61),Law Talk,Brandon Police - Criminal Investigation Division --- Rankin County (61) --- Law Talk
46773,b6b5,61-BPD SUPV,T,Rankin County (61),Law Talk,Brandon Police - Supervisors --- Rankin County (61) --- Law Talk
46774,b6b6,61-BPD INVES,Te,Rankin County (61),Law Talk,Brandon Police - Investigators --- Rankin County (61) --- Law Talk
46775,b6b7,61-BPD NARC,Te,Rankin County (61),Law Tac,Brandon Police - Narcotics --- Rankin County (61) --- Law Tac
46776,b6b8,61-BPD SRT,Te,Rankin County (61),Law Tac,Brandon Police - Special Response Team (SWAT) --- Rankin County (61) --- Law Tac
46777,b6b9,61-BFD CMN,T,Rankin County (61),Fire-Talk,Brandon Fire - Common --- Rankin County (61) --- Fire-Talk
46778,b6ba,61-BFD ADMIN,T,Rankin County (61),Fire-Talk,Brandon Fire - Administration --- Rankin County (61) --- Fire-Talk
46779,b6bb,61-BFD FG 1,T,Rankin County (61),Fire-Tac,Brandon Fire - Fireground 1 --- Rankin County (61) --- Fire-Tac
46780,b6bc,61-BFD FG 2,T,Rankin County (61),Fire-Tac,Brandon Fire - Fireground 2 --- Rankin County (61) --- Fire-Tac
46781,b6bd,61-BFD FG 3,T,Rankin County (61),Fire-Tac,Brandon Fire - Fireground 3 --- Rankin County (61) --- Fire-Tac
46782,b6be,61-BFD FG 4,T,Rankin County (61),Fire-Talk,Brandon Fire - Fireground 4 --- Rankin County (61) --- Fire-Talk
46783,b6bf,61-BRNDN SIRENS,T,Rankin County (61),Emergency Ops,Brandon Weather Sirens (DATA) --- Rankin County (61) --- Emergency Ops
46784,b6c0,61-BRNDN ADMIN,T,Rankin County (61),Multi-Talk,Brandon City Admin. --- Rankin County (61) --- Multi-Talk
46785,b6c1,61-BRNDN PW,T,Rankin County (61),Public Works,Brandon Public Works --- Rankin County (61) --- Public Works
46786,b6c2,61-BRNDN PRKS,T,Rankin County (61),Multi-Talk,Brandon Parks and Recreation --- Rankin County (61) --- Multi-Talk
46787,b6c3,61-BRNDN EOC/FD,T,Rankin County (61),Emergency Ops,Brandon Emergency Operations Center - EMA/Fire Dispatch --- Rankin County (61) --- Emergency Ops
46790,b6c6,61-BRNDN CMN,T,Rankin County (61),Interop,Brandon Common --- Rankin County (61) --- Interop
46793,b6c9,61-EOC ADMIN,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Administration --- Rankin County (61) --- Emergency Ops
46794,b6ca,61-EOC WX INFO,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Weather Information --- Rankin County (61) --- Emergency Ops
46795,b6cb,61-EOC SIRENS,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Siren Activation (Data) --- Rankin County (61) --- Emergency Ops
46796,b6cc,61-EOC ERT,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Emergency Response Teams --- Rankin County (61) --- Emergency Ops
46797,b6cd,61-EOC PRIMARY,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Primary --- Rankin County (61) --- Emergency Ops
46798,b6ce,61-EOC OPS,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Operations --- Rankin County (61) --- Emergency Ops
46799,b6cf,61-EOC TAC,T,Rankin County (61),Emergency Ops,Emergency Operations Center - Tactical --- Rankin County (61) --- Emergency Ops
46800,b6d0,61-COMMON,T,Rankin County (61),Interop,County Common --- Rankin County (61) --- Interop
46801,b6d1,61-CO EVENTS,T,Rankin County (61),Interop,County Special Events --- Rankin County (61) --- Interop
46808,b6d8,61-SO EVENT 1,TE,Rankin County (61),Law Tac,Sheriff - Special Events 1 --- Rankin County (61) --- Law Tac
46809,b6d9,61-SO WARRANTS,TE,Rankin County (61),Law Talk,Sheriff - Warrants --- Rankin County (61) --- Law Talk
46810,b6da,61-SO S.O.P.S.,TE,Rankin County (61),Law Tac,Sheriff - Special Operations --- Rankin County (61) --- Law Tac
46811,b6db,61-SO W&S TF,TE,Rankin County (61),Law Tac,Sheriff - Weed & Seed Task Force --- Rankin County (61) --- Law Tac
46812,b6dc,61-SO NARC,TE,Rankin County (61),Law Tac,Sheriff - Narcotics --- Rankin County (61) --- Law Tac
46813,b6dd,61-SO CSTBLS,TE,Rankin County (61),Law Tac,Sheriff - Constables --- Rankin County (61) --- Law Tac
46814,b6de,61-SO RERV,TE,Rankin County (61),Law Talk,Sheriff - Reserve Deputies --- Rankin County (61) --- Law Talk
